"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 20 12:18:46 GMT 2025","Tue May 20 12:18:47 GMT 2025","698","","ui.WebFormWithPOMTest","","ui.WebFormWithPOMTest","proverkaTextInput","proverkaTextInput()",""
"passed","Tue May 20 12:18:41 GMT 2025","Tue May 20 12:18:42 GMT 2025","724","","ui.WebFormWithPOMTest","","ui.WebFormWithPOMTest","proverkaCheckedCheckbox","proverkaCheckedCheckbox()",""
"passed","Tue May 20 12:17:56 GMT 2025","Tue May 20 12:17:57 GMT 2025","766","","ui.DialogBoxesWithPOMTest","","ui.DialogBoxesWithPOMTest","openDialogBoxesTest","openDialogBoxesTest()",""
"passed","Tue May 20 12:17:33 GMT 2025","Tue May 20 12:17:39 GMT 2025","6252","","ui.DialogBoxesTest","","ui.DialogBoxesTest","proverkaLaunchConfirm","proverkaLaunchConfirm()",""
"passed","Tue May 20 12:18:01 GMT 2025","Tue May 20 12:18:01 GMT 2025","846","","ui.DropDownMenuTest","","ui.DropDownMenuTest","doubleClick","doubleClick()",""
"passed","Tue May 20 12:18:12 GMT 2025","Tue May 20 12:18:14 GMT 2025","1797","","ui.WebFormTest","","ui.WebFormTest","proverkaDatePicker","proverkaDatePicker()",""
"passed","Tue May 20 12:17:57 GMT 2025","Tue May 20 12:17:57 GMT 2025","715","","ui.DialogBoxesWithPOMTest","","ui.DialogBoxesWithPOMTest","proverkaLaunchConfirm","proverkaLaunchConfirm()",""
"passed","Tue May 20 12:18:45 GMT 2025","Tue May 20 12:18:46 GMT 2025","731","","ui.WebFormWithPOMTest","","ui.WebFormWithPOMTest","proverkaReadonlyInput","proverkaReadonlyInput()",""
"passed","Tue May 20 12:18:05 GMT 2025","Tue May 20 12:18:11 GMT 2025","5516","","ui.NavigationTest","","ui.NavigationTest","proverkaNavigation","proverkaNavigation()",""
"passed","Tue May 20 12:18:23 GMT 2025","Tue May 20 12:18:25 GMT 2025","1700","","ui.WebFormTest","","ui.WebFormTest","proverkaDefaultCheckbox","proverkaDefaultCheckbox()",""
"passed","Tue May 20 12:18:21 GMT 2025","Tue May 20 12:18:23 GMT 2025","1701","","ui.WebFormTest","","ui.WebFormTest","proverkaDefaultRadio","proverkaDefaultRadio()",""
"passed","Tue May 20 12:18:16 GMT 2025","Tue May 20 12:18:18 GMT 2025","1697","","ui.WebFormTest","","ui.WebFormTest","proverkaCheckedCheckbox","proverkaCheckedCheckbox()",""
"passed","Tue May 20 12:18:14 GMT 2025","Tue May 20 12:18:16 GMT 2025","1763","","ui.WebFormTest","","ui.WebFormTest","proverkaColorPicker","proverkaColorPicker()",""
"passed","Tue May 20 12:18:03 GMT 2025","Tue May 20 12:18:04 GMT 2025","743","","ui.DropDownMenuWithPOMTest","","ui.DropDownMenuWithPOMTest","doubleClick","doubleClick()",""
"passed","Tue May 20 12:18:42 GMT 2025","Tue May 20 12:18:43 GMT 2025","758","","ui.WebFormWithPOMTest","","ui.WebFormWithPOMTest","proverkaDisabledInput","proverkaDisabledInput()",""
"passed","Tue May 20 12:18:18 GMT 2025","Tue May 20 12:18:19 GMT 2025","1707","","ui.WebFormTest","","ui.WebFormTest","proverkaDisabledInput","proverkaDisabledInput()",""
"passed","Tue May 20 12:18:02 GMT 2025","Tue May 20 12:18:03 GMT 2025","748","","ui.DropDownMenuWithPOMTest","","ui.DropDownMenuWithPOMTest","proverkaDropdownMenu","proverkaDropdownMenu()",""
"passed","Tue May 20 12:18:05 GMT 2025","Tue May 20 12:18:05 GMT 2025","582","","ui.HomePageWithPOMTest","","ui.HomePageWithPOMTest","OpenHomePageTest","OpenHomePageTest()",""
"passed","Tue May 20 12:17:49 GMT 2025","Tue May 20 12:17:56 GMT 2025","6689","","ui.DialogBoxesTest","","ui.DialogBoxesTest","proverkaLaunchModal","proverkaLaunchModal()",""
"passed","Tue May 20 12:18:04 GMT 2025","Tue May 20 12:18:04 GMT 2025","763","","ui.DropDownMenuWithPOMTest","","ui.DropDownMenuWithPOMTest","rightClick","rightClick()",""
"passed","Tue May 20 12:18:25 GMT 2025","Tue May 20 12:18:28 GMT 2025","2992","","ui.WebFormTest","","ui.WebFormTest","proverkaExampleRange","proverkaExampleRange()",""
"passed","Tue May 20 12:18:44 GMT 2025","Tue May 20 12:18:45 GMT 2025","936","","ui.WebFormWithPOMTest","","ui.WebFormWithPOMTest","proverkaDefaultCheckbox","proverkaDefaultCheckbox()",""
"failed","Tue May 20 12:17:59 GMT 2025","Tue May 20 12:17:59 GMT 2025","706","","ui.DialogBoxesWithPOMTest","","ui.DialogBoxesWithPOMTest","proverkaLaunchModal","proverkaLaunchModal()",""
"passed","Tue May 20 12:18:31 GMT 2025","Tue May 20 12:18:33 GMT 2025","1695","","ui.WebFormTest","","ui.WebFormTest","proverkaTextInput","proverkaTextInput()",""
"passed","Tue May 20 12:18:28 GMT 2025","Tue May 20 12:18:29 GMT 2025","1648","","ui.WebFormTest","","ui.WebFormTest","proverkaReadonlyInput","proverkaReadonlyInput()",""
"passed","Tue May 20 12:18:01 GMT 2025","Tue May 20 12:18:02 GMT 2025","743","","ui.DropDownMenuTest","","ui.DropDownMenuTest","rightClick","rightClick()",""
"passed","Tue May 20 12:18:47 GMT 2025","Tue May 20 12:18:47 GMT 2025","858","","ui.WebFormWithPOMTest","","ui.WebFormWithPOMTest","proverkaDropdownSelect","proverkaDropdownSelect()",""
"passed","Tue May 20 12:18:12 GMT 2025","Tue May 20 12:18:12 GMT 2025","882","","ui.NavigationWithPOMTest","","ui.NavigationWithPOMTest","proverkaKnopok","proverkaKnopok()",""
